First Name,Middle Name,Last Name,Employee Salary,Days Worked,Years Worked,Days Lived,Year Lived,Years Lived,Termination
Fname 6673,L,Lname 6673,62880.48,1695,5,10961,-88,30,0
Fname 2987,T,Lname 2987,62824.32,2451,7,12096,-85,33,0
Fname 7041,M,Lname 7041,62805.6,2297,6,11750,-86,32,0
Fname 886,OUMER,Lname 886,62768.16,3557,10,14833,-78,41,0
Fname 2106,,Lname 2106,62768.16,596,2,14310,-79,39,0
Fname 1665,M,Lname 1665,62749.44,715,2,16575,-73,45,0
Fname 244,,Lname 244,62730.72,2213,6,11423,-87,31,0
Fname 8038,R,Lname 8038,62712,1695,5,10738,-89,29,0
Fname 2206,,Lname 2206,62712,1387,4,14622,-78,40,0
Fname 6671,N,Lname 6671,62712,1191,3,12692,-83,35,0
Fname 1889,M,Lname 1889,62712,785,2,11340,-87,31,0
Fname 6563,,Lname 6563,62712,568,2,15561,-76,43,0
Fname 5841,,Lname 5841,62712,484,1,14431,-79,40,0
Fname 559,,Lname 559,62712,442,1,13663,-81,37,0
Fname 1656,,Lname 1656,62712,421,1,15320,-76,42,0
Fname 4867,M,Lname 4867,62712,358,1,12653,-83,35,0
Fname 4426,,Lname 4426,62712,344,1,10395,-90,28,0
Fname 5760,,Lname 5760,62712,330,1,15404,-76,42,0
Fname 7183,,Lname 7183,62712,267,1,11813,-86,32,0
Fname 8979,,Lname 8979,62712,267,1,13107,-82,36,0
Fname 9794,,Lname 9794,62712,232,1,11785,-86,32,0
Fname 3574,J,Lname 3574,62712,204,1,9933,-91,27,0
Fname 2838,,Lname 2838,62712,155,0,12070,-85,33,0
Fname 7275,MACHNI,Lname 7275,62618.4,2409,7,15440,-76,42,0
Fname 6043,,Lname 6043,62618.4,925,3,20384,-62,56,0
Fname 10906,C,Lname 10906,62599.68,834,2,21568,-59,59,0
Fname 5377,A,Lname 5377,62599.68,638,2,12696,-83,35,0
Fname 2385,P,Lname 2385,62580.96,1961,5,11890,-86,33,0
Fname 138,B,Lname 138,62562.24,2219,6,10597,-89,29,0
Fname 7426,D,Lname 7426,62562.24,820,2,11638,-86,32,0
Fname 1564,D,Lname 1564,62524.8,981,3,13946,-80,38,0
Fname 1879,N,Lname 1879,62506.08,2213,6,11826,-86,32,0
Fname 2533,C,Lname 2533,62431.2,925,3,10204,-90,28,0
Fname 3364,R,Lname 3364,62412.48,3256,9,13793,-80,38,0
Fname 5218,,Lname 5218,62412.48,1583,4,14055,-80,39,0
Fname 8142,,Lname 8142,62356.32,1695,5,12047,-85,33,0
Fname 2268,D,Lname 2268,62337.6,3606,10,10848,-88,30,0
Fname 2724,L,Lname 2724,62337.6,2059,6,11217,-87,31,0
Fname 4027,E,Lname 4027,62337.6,2059,6,10459,-90,29,0
Fname 6956,C,Lname 6956,62262.72,638,2,14308,-79,39,0
Fname 295,A,Lname 295,62206.56,2213,6,10786,-89,30,0
Fname 5622,L,Lname 5622,62206.56,1296,4,12200,-85,33,0
Fname 1311,,Lname 1311,62206.56,673,2,13096,-82,36,0
Fname 5568,A,Lname 5568,62171.2,1366,4,11041,-88,30,0
Fname 2548,B,Lname 2548,62169.12,1849,5,11297,-87,31,0
Fname 2222,,Lname 2222,62112.96,1275,3,11115,-88,30,0
Fname 1042,,Lname 1042,62094.24,1464,4,13862,-80,38,0
Fname 6482,,Lname 6482,62056.8,1842,5,11280,-87,31,0
Fname 10843,,Lname 10843,62038.08,2059,6,11005,-88,30,0
Fname 2218,A,Lname 2218,62038.08,1961,5,10186,-90,28,0
Fname 2466,N,Lname 2466,62038.08,1002,3,13340,-82,37,0
Fname 9640,A,Lname 9640,62000.64,1849,5,10846,-88,30,0
Fname 8483,,Lname 8483,61981.92,1625,4,18287,-68,50,0
Fname 495,K,Lname 495,61925.76,2143,6,11808,-86,32,0
Fname 8240,L,Lname 8240,61915.36,1681,5,13475,-81,37,0
Fname 3418,,Lname 3418,61869.6,1674,5,13346,-82,37,0
Fname 5575,D,Lname 5575,61850.88,2038,6,13119,-82,36,0
Fname 3324,,Lname 3324,61850.88,897,2,10223,-90,28,0
Fname 4645,K,Lname 4645,61813.44,596,2,12649,-84,35,0
Fname 2384,,Lname 2384,61794.72,1961,5,12733,-83,35,0
Fname 756,,Lname 756,61794.72,428,1,12297,-84,34,0
Fname 1549,,Lname 1549,61794.72,351,1,12226,-85,33,0
Fname 7169,,Lname 7169,61776,1513,4,11618,-86,32,0
Fname 8686,,Lname 8686,61776,511,1,11303,-87,31,0
Fname 6906,M,Lname 6906,61776,477,1,13041,-82,36,0
Fname 3304,T,Lname 3304,61776,449,1,11233,-87,31,0
Fname 13218,L,Lname 13218,61776,267,1,15282,-76,42,0
Fname 4253,,Lname 4253,61738.56,2059,6,10560,-89,29,0
Fname 1044,A,Lname 1044,61738.56,1443,4,15397,-76,42,0
Fname 4034,S,Lname 4034,61734.4,1240,3,11729,-86,32,0
Fname 382,,Lname 382,61719.84,2598,7,10851,-88,30,0
Fname 10313,T,Lname 10313,61701.12,1261,3,14321,-79,39,0
Fname 3789,D,Lname 3789,61682.4,1807,5,17004,-72,47,0
Fname 9021,N,Lname 9021,61513.92,1142,3,10972,-88,30,0
Fname 6412,,Lname 6412,61513.92,827,2,12554,-84,34,0
Fname 3057,,Lname 3057,61457.76,1842,5,10203,-90,28,0
Fname 2291,,Lname 2291,61420.32,1961,5,13106,-82,36,0
Fname 9113,L,Lname 9113,61420.32,1121,3,15000,-77,41,0
Fname 2483,,Lname 2483,61416.16,1989,5,12072,-85,33,0
Fname 10912,A,Lname 10912,61401.6,2850,8,12576,-84,34,0
Fname 2957,,Lname 2957,61401.6,1317,4,11355,-87,31,0
Fname 4176,IRENE,Lname 4176,61382.88,3046,8,11658,-86,32,0
Fname 257,,Lname 257,61345.44,5986,16,16939,-72,46,0
Fname 6822,,Lname 6822,61289.28,2332,6,11904,-86,33,0
Fname 1369,B,Lname 1369,61270.56,2549,7,11172,-88,31,0
Fname 13488,B,Lname 13488,61270.56,1842,5,13275,-82,36,0
Fname 2549,M,Lname 2549,61233.12,1842,5,11080,-88,30,0
Fname 3728,,Lname 3728,61233.12,1149,3,12572,-84,34,0
Fname 2849,N,Lname 2849,61214.4,1982,5,12283,-85,34,0
Fname 2640,,Lname 2640,61214.4,1961,5,14558,-78,40,0
Fname 429,M,Lname 429,61214.4,1485,4,13172,-82,36,0
Fname 8715,,Lname 8715,61214.4,764,2,14817,-78,41,0
Fname 2089,,Lname 2089,61195.68,1779,5,13344,-82,37,0
Fname 5808,,Lname 5808,61158.24,1842,5,10438,-90,29,0
Fname 5034,,Lname 5034,61158.24,925,3,15624,-75,43,0
Fname 4760,,Lname 4760,61120.8,2318,6,9947,-91,27,0
Fname 7635,R,Lname 7635,61083.36,1702,5,11319,-87,31,0
Fname 6903,,Lname 6903,61083.36,806,2,16264,-74,45,0
Fname 7787,M,Lname 7787,61064.64,1695,5,10160,-90,28,0
Fname 6649,E,Lname 6649,61008.48,1702,5,13384,-81,37,0
Fname 5566,G,Lname 5566,60952.32,1968,5,11807,-86,32,0
Fname 9548,N,Lname 9548,60952.32,1506,4,14499,-78,40,0
Fname 5292,,Lname 5292,60933.6,1842,5,10014,-91,27,0
Fname 2371,,Lname 2371,60914.88,1261,3,10262,-90,28,0
Fname 2894,O,Lname 2894,60914.88,848,2,13504,-81,37,0
Fname 5893,,Lname 5893,60914.88,848,2,16650,-73,46,0
Fname 2803,D,Lname 2803,60896.16,1842,5,13352,-82,37,0
Fname 5693,,Lname 5693,60896.16,911,2,15047,-77,41,0
Fname 5422,,Lname 5422,60877.44,1331,4,11477,-87,31,0
Fname 3876,E,Lname 3876,60858.72,1842,5,10653,-89,29,0
Fname 5953,L,Lname 5953,60858.72,1842,5,10553,-89,29,0
Fname 4535,N,Lname 4535,60840,1590,4,12442,-84,34,0
Fname 2727,R,Lname 2727,60840,1506,4,13377,-82,37,0
Fname 2298,M,Lname 2298,60840,1261,3,10252,-90,28,0
Fname 6916,M,Lname 6916,60840,574,2,17403,-70,48,0
Fname 2855,,Lname 2855,60840,470,1,10796,-89,30,0
Fname 3106,,Lname 3106,60840,470,1,17596,-70,48,0
Fname 6842,T,Lname 6842,60840,470,1,9833,-91,27,0
Fname 1953,,Lname 1953,60840,442,1,15136,-77,41,0
Fname 673,,Lname 673,60840,435,1,12310,-84,34,0
Fname 4048,T,Lname 4048,60840,383,1,10310,-90,28,0
Fname 1518,K,Lname 1518,60840,372,1,14132,-79,39,0
Fname 5759,J,Lname 5759,60840,337,1,11911,-86,33,0
Fname 5761,,Lname 5761,60840,316,1,11507,-87,32,0
Fname 9152,A,Lname 9152,60840,281,1,17280,-71,47,0
Fname 11632,R,Lname 11632,60840,267,1,9743,-91,27,0
Fname 9550,,Lname 9550,60840,239,1,9563,-92,26,0
Fname 1308,A,Lname 1308,60802.56,680,2,12589,-84,34,0
Fname 892,,Lname 892,60783.84,1912,5,10550,-89,29,0
Fname 7643,A,Lname 7643,60783.84,1695,5,17279,-71,47,0
Fname 5124,,Lname 5124,60783.84,1198,3,13485,-81,37,0
Fname 7397,THOMAS,Lname 7397,60746.4,4712,13,11699,-86,32,0
Fname 6899,,Lname 6899,60746.4,827,2,17703,-70,49,0
Fname 9263,,Lname 9263,60744.32,764,2,14294,-79,39,0
Fname 4045,,Lname 4045,60690.24,659,2,9668,-92,26,0
Fname 2789,,Lname 2789,60671.52,1842,5,13700,-81,38,0
Fname 7792,,Lname 7792,60634.08,1212,3,14196,-79,39,0
Fname 6471,A,Lname 6471,60611.2,932,3,11456,-87,31,0
Fname 2733,,Lname 2733,60596.64,1331,4,10124,-90,28,0
Fname 276,M,Lname 276,60540.48,3662,10,11666,-86,32,0
Fname 2543,J,Lname 2543,60503.04,2500,7,20197,-63,55,0
Fname 6714,,Lname 6714,60503.04,603,2,13301,-82,36,0
Fname 11043,,Lname 11043,60465.6,911,2,13332,-82,37,0
Fname 7283,D,Lname 7283,60446.88,1842,5,19551,-65,54,0
Fname 6765,Z,Lname 6765,60409.44,1730,5,18560,-67,51,0
Fname 6060,MICHELLE,Lname 6060,60409.44,1324,4,10913,-88,30,0
Fname 6590,,Lname 6590,60409.44,624,2,19206,-66,53,0
Fname 8487,B,Lname 8487,60372,1177,3,11081,-88,30,0
Fname 1011,J,Lname 1011,60309.6,2199,6,23657,-53,65,0
Fname 8214,,Lname 8214,60297.12,1653,5,11935,-85,33,0
Fname 10773,H,Lname 10773,60297.12,1443,4,12100,-85,33,0
Fname 5039,S,Lname 5039,60259.68,652,2,11543,-87,32,0
Fname 7685,N,Lname 7685,60240.96,1191,3,10410,-90,29,0
Fname 4287,,Lname 4287,60203.52,1359,4,10947,-88,30,0
Fname 2235,,Lname 2235,60166.08,694,2,9476,-92,26,0
Fname 4455,M,Lname 4455,60147.36,1254,3,16203,-74,44,0
Fname 9012,,Lname 9012,60128.64,1163,3,10577,-89,29,0
Fname 7174,,Lname 7174,60128.64,1114,3,12845,-83,35,0
Fname 2093,R,Lname 2093,60072.48,827,2,11083,-88,30,0
Fname 3831,,Lname 3831,60072.48,827,2,15390,-76,42,0
Fname 619,O,Lname 619,60053.76,1478,4,16191,-74,44,0
Fname 749,O,Lname 749,60053.76,722,2,20102,-63,55,0
Fname 7258,,Lname 7258,60035.04,1226,3,16426,-73,45,0
Fname 2551,,Lname 2551,59997.6,1268,3,10264,-90,28,0
Fname 3430,,Lname 3430,59997.6,890,2,10375,-90,28,0
Fname 6959,,Lname 6959,59960.16,603,2,10583,-89,29,0
Fname 6235,,Lname 6235,59941.44,1835,5,10460,-90,29,0
Fname 300,A,Lname 300,59941.44,1478,4,10714,-89,29,0
Fname 658,,Lname 658,59922.72,1079,3,15290,-76,42,0
Fname 8656,,Lname 8656,59885.28,589,2,13704,-81,38,0
Fname 6568,,Lname 6568,59866.56,1184,3,11104,-88,30,0
Fname 2203,,Lname 2203,59847.84,1450,4,14395,-79,39,0
Fname 7732,,Lname 7732,59847.84,855,2,10221,-90,28,0
Fname 1090,,Lname 1090,59829.12,1212,3,13374,-82,37,0
Fname 4973,C,Lname 4973,59829.12,778,2,10322,-90,28,0
Fname 5073,C,Lname 5073,59810.4,1331,4,10435,-90,29,0
Fname 4761,,Lname 4761,59804.16,2269,6,11529,-87,32,0
Fname 827,G,Lname 827,59754.24,708,2,9989,-91,27,0
Fname 7965,O,Lname 7965,59735.52,1702,5,9890,-91,27,0
Fname 1971,L,Lname 1971,59679.36,1324,4,11821,-86,32,0
Fname 332,,Lname 332,59660.64,1478,4,12590,-84,34,0
Fname 5195,D,Lname 5195,59641.92,687,2,14759,-78,40,0
Fname 4131,,Lname 4131,59567.04,1331,4,10122,-90,28,0
Fname 594,L,Lname 594,59567.04,722,2,11522,-87,32,0
Fname 779,A,Lname 779,59567.04,722,2,13306,-82,36,0
Fname 1938,A,Lname 1938,59548.32,1107,3,16395,-73,45,0
Fname 10315,N,Lname 10315,59548.32,1044,3,11076,-88,30,0
Fname 5582,B,Lname 5582,59529.6,1331,4,9373,-92,26,0
Fname 4930,,Lname 4930,59529.6,869,2,15208,-76,42,0
Fname 4320,A,Lname 4320,59510.88,1331,4,9394,-92,26,0
Fname 3943,,Lname 3943,59510.88,1246,3,12709,-83,35,0
Fname 8798,S,Lname 8798,59510.88,511,1,10028,-91,27,0
Fname 5299,U,Lname 5299,59510.88,330,1,16651,-73,46,0
Fname 5185,M,Lname 5185,59510.88,288,1,13891,-80,38,0
Fname 783,,Lname 783,59492.16,708,2,12245,-85,34,0
Fname 2988,N,Lname 2988,59454.72,2444,7,11424,-87,31,0
Fname 5125,M,Lname 5125,59436,897,2,10351,-90,28,0
Fname 8403,A,Lname 8403,59417.28,1695,5,16402,-73,45,0
Fname 2281,A,Lname 2281,59417.28,1415,4,10296,-90,28,0
Fname 1226,,Lname 1226,59379.84,1478,4,9881,-91,27,0
Fname 6659,,Lname 6659,59373.6,1723,5,10564,-89,29,0
Fname 6470,,Lname 6470,59323.68,1289,4,9883,-91,27,0
Fname 10228,,Lname 10228,59286.24,1695,5,12879,-83,35,0
Fname 8486,K,Lname 8486,59267.52,1184,3,10725,-89,29,0
Fname 2047,,Lname 2047,59267.52,659,2,13239,-82,36,0
Fname 2463,,Lname 2463,59248.8,1044,3,14325,-79,39,0
Fname 2521,U,Lname 2521,59248.8,498,1,14839,-78,41,0
Fname 1841,,Lname 1841,59230.08,1016,3,11064,-88,30,0
Fname 1725,P,Lname 1725,59211.36,2745,8,18662,-67,51,0
Fname 2205,N,Lname 2205,59192.64,1422,4,13124,-82,36,0
Fname 5989,,Lname 5989,59192.64,596,2,20483,-62,56,0
Fname 814,,Lname 814,59155.2,1079,3,11165,-88,31,0
Fname 6670,,Lname 6670,59117.76,1198,3,15057,-77,41,0
Fname 6585,,Lname 6585,59117.76,673,2,10197,-90,28,0
Fname 7006,C,Lname 7006,59099.04,281,1,14324,-79,39,0
Fname 7673,J,Lname 7673,59080.32,1226,3,15244,-76,42,0
Fname 2487,,Lname 2487,59005.44,1331,4,10598,-89,29,0
Fname 3806,N,Lname 3806,59005.44,1331,4,10076,-91,28,0
Fname 4682,O,Lname 4682,59005.44,1331,4,14351,-79,39,0
Fname 1071,M,Lname 1071,59005.44,708,2,17396,-71,48,0
Fname 3067,,Lname 3067,58986.72,1387,4,11492,-87,31,0
Fname 4912,,Lname 4912,58968,511,1,13368,-82,37,0
Fname 7145,L,Lname 7145,58968,463,1,9733,-91,27,0
Fname 5450,,Lname 5450,58968,449,1,10057,-91,28,0
Fname 2586,D,Lname 2586,58968,442,1,13032,-82,36,0
Fname 2598,,Lname 2598,58968,435,1,12519,-84,34,0
Fname 5197,M,Lname 5197,58968,392,1,9996,-91,27,0
Fname 3980,,Lname 3980,58968,351,1,9864,-91,27,0
Fname 5706,,Lname 5706,58968,351,1,9923,-91,27,0
Fname 9552,F,Lname 9552,58968,239,1,11776,-86,32,0
Fname 4705,,Lname 4705,58968,190,1,14336,-79,39,0
Fname 3438,,Lname 3438,58968,183,1,19510,-65,53,0
Fname 10380,J,Lname 10380,58968,162,0,9745,-91,27,0
Fname 13458,,Lname 13458,58949.28,1331,4,9797,-91,27,0
Fname 6069,,Lname 6069,58911.84,1338,4,10259,-90,28,0
Fname 2488,,Lname 2488,58893.12,1331,4,11358,-87,31,0
Fname 2489,,Lname 2489,58893.12,1331,4,12470,-84,34,0
Fname 7085,H,Lname 7085,58893.12,1331,4,10235,-90,28,0
Fname 2809,,Lname 2809,58818.24,841,2,16097,-74,44,0
Fname 8296,,Lname 8296,58780.8,1198,3,19168,-66,53,0
Fname 5894,D,Lname 5894,58780.8,834,2,10578,-89,29,0
Fname 4319,Q,Lname 4319,58762.08,1338,4,12295,-84,34,0
Fname 9024,,Lname 9024,58762.08,1121,3,12764,-83,35,0
Fname 9013,,Lname 9013,58762.08,1114,3,11099,-88,30,0
Fname 5439,,Lname 5439,58724.64,848,2,9620,-92,26,0
Fname 6827,,Lname 6827,58724.64,820,2,10122,-90,28,0
Fname 3164,SEMYONVNA,Lname 3164,58687.2,3585,10,11651,-86,32,0
Fname 5656,,Lname 5656,58687.2,806,2,13748,-80,38,0
Fname 5694,,Lname 5694,58687.2,638,2,15439,-76,42,0
Fname 6161,H,Lname 6161,58668.48,638,2,10046,-91,28,0
Fname 2025,W,Lname 2025,58631.04,631,2,15243,-76,42,0
Fname 6965,,Lname 6965,58612.32,827,2,11050,-88,30,0
Fname 6434,T,Lname 6434,58593.6,3823,10,15954,-74,44,0
Fname 708,,Lname 708,58518.72,1408,4,13133,-82,36,0
Fname 6111,M,Lname 6111,58518.72,806,2,11060,-88,30,0
Fname 8791,A,Lname 8791,58518.72,764,2,19770,-64,54,0
Fname 2164,R,Lname 2164,58500,1394,4,9581,-92,26,0
Fname 10055,L,Lname 10055,58481.28,694,2,10176,-90,28,0
Fname 6168,J,Lname 6168,58458.4,596,2,10687,-89,29,0
Fname 5099,,Lname 5099,58443.84,743,2,11396,-87,31,0
Fname 8512,,Lname 8512,58443.84,708,2,14216,-79,39,0
Fname 3149,A,Lname 3149,58368.96,1331,4,16750,-72,46,0
Fname 1952,L,Lname 1952,58331.52,715,2,20683,-61,57,0
Fname 5938,,Lname 5938,58256.64,1331,4,10075,-91,28,0
Fname 7089,M,Lname 7089,58200.48,3235,9,10476,-89,29,0
Fname 5223,,Lname 5223,58200.48,1513,4,10580,-89,29,0
Fname 5122,,Lname 5122,58163.04,1226,3,13160,-82,36,0
Fname 7884,D,Lname 7884,58163.04,911,2,11503,-87,32,0
Fname 8972,,Lname 8972,58163.04,792,2,13203,-82,36,0
Fname 8636,L,Lname 8636,58144.32,1163,3,14952,-77,41,0
Fname 3569,,Lname 3569,58144.32,1114,3,10639,-89,29,0
Fname 3730,D,Lname 3730,58125.6,1114,3,14749,-78,40,0
Fname 3968,E,Lname 3968,58125.6,904,2,9832,-91,27,0
Fname 4841,,Lname 4841,58125.6,547,1,17170,-71,47,0
Fname 1954,N,Lname 1954,58125.6,428,1,10511,-89,29,0
Fname 1356,,Lname 1356,58125.6,421,1,11413,-87,31,0
Fname 3634,J,Lname 3634,58125.6,392,1,19971,-63,55,0
Fname 2875,L,Lname 2875,58125.6,351,1,16104,-74,44,0
Fname 4044,R,Lname 4044,58106.88,659,2,13837,-80,38,0
Fname 3883,A,Lname 3883,58032,2542,7,17642,-70,48,0
Fname 3254,R,Lname 3254,58032,848,2,9757,-91,27,0
Fname 9118,,Lname 9118,57957.12,750,2,10492,-89,29,0
Fname 8437,E,Lname 8437,57928,211,1,10058,-91,28,0
Fname 7032,N,Lname 7032,57928,204,1,11120,-88,30,0
Fname 4836,D,Lname 4836,57882.24,596,2,12612,-84,35,0
Fname 8257,,Lname 8257,57863.52,1114,3,9886,-91,27,0
Fname 1579,,Lname 1579,57826.08,715,2,10393,-90,28,0
Fname 5872,Y,Lname 5872,57807.36,946,3,13370,-82,37,0
Fname 1856,,Lname 1856,57788.64,708,2,9238,-93,25,0
Fname 12025,,Lname 12025,57732.48,1226,3,10037,-91,27,0
Fname 1103,,Lname 1103,57695.04,1415,4,10707,-89,29,0
Fname 6882,L,Lname 6882,57695.04,883,2,18144,-68,50,0
Fname 5066,,Lname 5066,57674.24,2038,6,16619,-73,46,0
Fname 7668,WAYNE,Lname 7668,57657.6,5566,15,12662,-83,35,0
Fname 6921,R,Lname 6921,57620.16,1114,3,11464,-87,31,0
Fname 6204,HAILEE,Lname 6204,57620.16,995,3,18122,-69,50,0
Fname 8081,,Lname 8081,57564,561,2,11123,-88,30,0
Fname 3976,,Lname 3976,57564,554,2,10504,-89,29,0
Fname 4817,Y,Lname 4817,57564,554,2,11010,-88,30,0
Fname 8531,C,Lname 8531,57564,554,2,16738,-72,46,0
Fname 8650,D,Lname 8650,57564,533,1,11353,-87,31,0
Fname 2649,,Lname 2649,57526.56,1002,3,10340,-90,28,0
Fname 7801,F,Lname 7801,57414.24,1226,3,9556,-92,26,0
Fname 6954,L,Lname 6954,57395.52,925,3,17762,-70,49,0
Fname 1254,,Lname 1254,57227.04,708,2,10059,-91,28,0
Fname 1127,M,Lname 1127,57208.32,1436,4,16533,-73,45,0
Fname 5443,Y,Lname 5443,57170.88,834,2,11983,-85,33,0
Fname 3320,,Lname 3320,57152.16,1226,3,13986,-80,38,0
Fname 6694,,Lname 6694,57152.16,1226,3,12747,-83,35,0
Fname 4661,C,Lname 4661,57096,351,1,10679,-89,29,0
Fname 2151,,Lname 2151,57089.76,1429,4,9889,-91,27,0
Fname 1113,L,Lname 1113,57077.28,2605,7,10443,-90,29,0
Fname 5226,F,Lname 5226,56908.8,1163,3,12159,-85,33,0
Fname 7895,,Lname 7895,56721.6,568,2,13974,-80,38,0
Fname 5992,L,Lname 5992,56721.6,295,1,15526,-76,43,0
Fname 4818,L,Lname 4818,56721.6,218,1,19822,-64,54,0
Fname 8558,H,Lname 8558,56721.6,190,1,11989,-85,33,0
Fname 2263,,Lname 2263,56673.76,6502,18,14959,-77,41,0
Fname 9115,M,Lname 9115,56646.72,1114,3,9539,-92,26,0
Fname 5870,,Lname 5870,56628,344,1,13853,-80,38,0
Fname 4243,R,Lname 4243,56609.28,5902,16,23370,-54,64,0
Fname 419,L,Lname 419,56609.28,1114,3,9798,-91,27,0
Fname 420,T,Lname 420,56609.28,1114,3,16779,-72,46,0
Fname 1192,A,Lname 1192,56609.28,1114,3,15361,-76,42,0
Fname 3069,,Lname 3069,56609.28,1114,3,11784,-86,32,0
Fname 4993,U,Lname 4993,56609.28,1114,3,9362,-93,26,0
Fname 6920,M,Lname 6920,56609.28,1114,3,9178,-93,25,0
Fname 9025,S,Lname 9025,56609.28,1114,3,10102,-90,28,0
Fname 8006,A,Lname 8006,56534.4,764,2,13019,-82,36,0
Fname 5946,LEE,Lname 5946,56480.32,4250,12,13323,-82,37,0
Fname 6676,SIERRA,Lname 6676,56459.52,1667,5,9390,-92,26,0
Fname 7399,L,Lname 7399,56449.12,4705,13,17373,-71,48,0
Fname 5489,T,Lname 5489,56422.08,932,3,13615,-81,37,0
Fname 4771,,Lname 4771,56403.36,1114,3,9983,-91,27,0
Fname 5092,,Lname 5092,56403.36,1114,3,11668,-86,32,0
Fname 3813,R,Lname 3813,56384.64,617,2,20124,-63,55,0
Fname 3952,,Lname 3952,56365.92,652,2,10660,-89,29,0
Fname 2462,M,Lname 2462,56291.04,1044,3,10017,-91,27,0
Fname 5565,,Lname 5565,56284.8,2024,6,9775,-91,27,0
Fname 6301,,Lname 6301,56284.8,1324,4,10272,-90,28,0
Fname 813,H,Lname 813,56234.88,1079,3,14340,-79,39,0
Fname 6491,B,Lname 6491,56197.44,813,2,16705,-72,46,0
Fname 6681,C,Lname 6681,56160,1212,3,10417,-90,29,0
Fname 3839,A,Lname 3839,56160,463,1,10314,-90,28,0
Fname 6495,,Lname 6495,56160,463,1,15792,-75,43,0
Fname 6829,R,Lname 6829,56160,463,1,13621,-81,37,0
Fname 3628,N,Lname 3628,56160,428,1,10242,-90,28,0
Fname 5461,,Lname 5461,56160,392,1,9372,-92,26,0
Fname 1916,N,Lname 1916,56160,379,1,10436,-90,29,0
Fname 2254,R,Lname 2254,56160,365,1,9389,-92,26,0
Fname 1685,M,Lname 1685,56160,351,1,12826,-83,35,0
Fname 2684,N,Lname 2684,56160,351,1,14814,-78,41,0
Fname 2880,,Lname 2880,56160,351,1,10923,-88,30,0
Fname 3983,,Lname 3983,56160,344,1,10532,-89,29,0
Fname 5182,,Lname 5182,56160,337,1,11062,-88,30,0
Fname 6428,,Lname 6428,56160,147,0,17541,-70,48,0
Fname 1191,S,Lname 1191,56141.28,1114,3,15877,-75,43,0
Fname 7956,,Lname 7956,56141.28,1114,3,17164,-71,47,0
Fname 2024,,Lname 2024,56078.88,925,3,11491,-87,31,0
Fname 3971,,Lname 3971,56066.4,855,2,12363,-84,34,0
Fname 11860,,Lname 11860,56066.4,855,2,11497,-87,31,0
Fname 4813,,Lname 4813,56066.4,582,2,11198,-87,31,0
Fname 3331,,Lname 3331,56028.96,932,3,12425,-84,34,0
Fname 2799,,Lname 2799,56010.24,841,2,10107,-90,28,0
Fname 6193,N,Lname 6193,55972.8,834,2,10012,-91,27,0
Fname 4126,,Lname 4126,55954.08,1044,3,10842,-88,30,0
Fname 9036,G,Lname 9036,55935.36,1114,3,9213,-93,25,0
Fname 3098,,Lname 3098,55935.36,827,2,9972,-91,27,0
Fname 2897,,Lname 2897,55916.64,820,2,8879,-94,24,0
Fname 3216,RYAN,Lname 3216,55889.6,638,2,12721,-83,35,0
Fname 3037,N,Lname 3037,55810.56,295,1,16645,-73,46,0
Fname 6731,,Lname 6731,55804.32,875,2,9762,-91,27,0
Fname 1559,,Lname 1559,55789.76,1282,4,10365,-90,28,0
Fname 1642,,Lname 1642,55748.16,2143,6,14767,-78,40,0
Fname 4123,E,Lname 4123,55729.44,1254,3,11306,-87,31,0
Fname 4811,A,Lname 4811,55729.44,855,2,9314,-93,26,0
Fname 2128,,Lname 2128,55729.44,687,2,17563,-70,48,0
Fname 4575,C,Lname 4575,55692,785,2,9576,-92,26,0
Fname 6924,A,Lname 6924,55692,785,2,12924,-83,35,0
Fname 6012,F,Lname 6012,55654.56,834,2,12851,-83,35,0
Fname 2555,K,Lname 2555,55635.84,1044,3,18109,-69,50,0
Fname 8464,I,Lname 8464,55461.12,1128,3,11493,-87,31,0
Fname 3134,FAY,Lname 3134,55429.92,2759,8,11310,-87,31,0
Fname 1760,L,Lname 1760,55411.2,715,2,14082,-80,39,0
Fname 7707,T,Lname 7707,55411.2,561,2,19653,-64,54,0
Fname 5639,D,Lname 5639,55411.2,533,1,9163,-93,25,0
Fname 9047,B,Lname 9047,55411.2,526,1,10583,-89,29,0
Fname 9087,,Lname 9087,55298.88,743,2,10016,-91,27,0
Fname 3082,M,Lname 3082,55296.8,582,2,21753,-59,60,0
Fname 4901,E,Lname 4901,55242.72,1226,3,12110,-85,33,0
Fname 4636,,Lname 4636,55224,1289,4,9432,-92,26,0
Fname 546,K,Lname 546,55224,722,2,16730,-72,46,0
Fname 2116,M,Lname 2116,55205.28,3284,9,10722,-89,29,0
Fname 3919,T,Lname 3919,55205.28,3151,9,9767,-91,27,0
Fname 3580,R,Lname 3580,55205.28,1044,3,9676,-92,27,0
Fname 5396,J,Lname 5396,55205.28,1044,3,10866,-88,30,0
Fname 467,,Lname 467,55167.84,708,2,11056,-88,30,0
Fname 1939,,Lname 1939,55036.8,1093,3,10372,-90,28,0
Fname 4412,,Lname 4412,55028.48,932,3,10849,-88,30,0
Fname 1305,W,Lname 1305,55018.08,729,2,14562,-78,40,0
Fname 2225,,Lname 2225,54961.92,1044,3,11802,-86,32,0
Fname 2554,,Lname 2554,54961.92,1044,3,10706,-89,29,0
